UDI,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],falha_real,conjunto,faixa_desgaste
2169,M,299.5,309.1,1420,49.5,5,0,treino,0-99 min
2170,L,299.5,309.1,1415,49.2,8,0,teste,0-99 min
2171,M,299.4,309.1,1500,43.3,10,0,treino,0-99 min
2172,L,299.5,309.1,1502,44.6,13,0,treino,0-99 min
2173,L,299.5,309.2,1816,23,15,0,teste,0-99 min
2174,M,299.5,309.2,1495,41.6,17,0,treino,0-99 min
2175,L,299.6,309.2,1572,33.4,20,0,validacao,0-99 min
2176,M,299.5,309.2,1590,35.9,22,0,treino,0-99 min
2177,M,299.6,309.3,1387,48.3,25,0,teste,0-99 min
2178,M,299.6,309.2,1393,47.7,28,0,treino,0-99 min
2179,L,299.6,309.2,1602,37.3,31,0,treino,0-99 min
2180,L,299.6,309.2,1601,33.3,33,0,treino,0-99 min
2181,H,299.6,309.2,1597,36.3,35,0,treino,0-99 min
2182,H,299.5,309.1,1548,44.3,40,0,teste,0-99 min
2183,M,299.5,309.2,1314,61.8,45,0,validacao,0-99 min
2184,M,299.6,309.3,1577,39.8,48,0,treino,0-99 min
2185,L,299.8,309.4,1475,43.4,51,0,validacao,0-99 min
2186,L,299.8,309.4,1630,32.4,53,0,treino,0-99 min
2187,L,299.7,309.4,1445,42.9,55,0,treino,0-99 min
2188,M,299.8,309.4,1439,47.4,57,0,treino,0-99 min
2189,L,299.7,309.3,1420,44.1,60,0,treino,0-99 min
2190,H,299.7,309.2,1554,41.6,62,0,validacao,0-99 min
2191,M,299.6,309.1,1471,44.3,67,0,teste,0-99 min
2192,L,299.6,309,1648,33.6,70,0,validacao,0-99 min
2193,L,299.6,309,1472,48.8,72,0,teste,0-99 min
2194,M,299.5,308.9,1448,42.9,74,0,teste,0-99 min
2195,M,299.6,308.9,1568,35.3,77,0,treino,0-99 min
2196,L,299.6,308.9,1613,30.8,80,0,teste,0-99 min
2197,M,299.7,308.9,1551,35.4,82,0,treino,0-99 min
2198,L,299.7,309,1412,49.2,85,0,teste,0-99 min
2199,M,299.7,308.9,1478,41,87,0,validacao,0-99 min
2200,M,299.8,309.1,1268,58,90,0,teste,0-99 min
2201,L,299.8,309.1,1546,35.6,93,0,treino,0-99 min
2202,L,299.8,309,1567,36.1,95,0,treino,0-99 min
2203,M,299.9,309.2,1548,35.7,97,0,treino,0-99 min
2204,L,299.8,309,1614,30.8,100,0,teste,100-199 min
2205,M,299.7,309.1,1352,46.1,102,0,treino,100-199 min
2206,L,299.9,309.2,1624,34.6,105,0,treino,100-199 min
2207,L,299.9,309.2,1436,52,107,0,treino,100-199 min
2208,L,299.8,309.2,1591,37.5,109,0,treino,100-199 min
2209,H,299.8,309.2,1435,42.6,111,0,treino,100-199 min
2210,L,299.8,309.3,1386,49.4,116,0,treino,100-199 min
2211,L,299.7,309.2,1401,54.1,118,0,treino,100-199 min
2212,M,299.6,309,1245,64,120,0,treino,100-199 min
2213,L,299.7,309.1,1475,40,123,0,teste,100-199 min
2214,L,299.7,309.1,1473,39.4,125,0,treino,100-199 min
2215,H,299.7,309.2,1355,44.8,127,0,treino,100-199 min
2216,H,299.7,309.2,1468,49.6,132,0,treino,100-199 min
2217,L,299.7,309.2,1645,30.8,137,0,treino,100-199 min
2218,L,299.7,309.1,1347,55.3,139,0,treino,100-199 min
2219,L,299.7,309.1,1713,33.5,141,0,teste,100-199 min
2220,M,299.6,309.1,1435,48.4,143,0,treino,100-199 min
2221,M,299.6,309,1736,26.1,146,0,treino,100-199 min
2222,L,299.6,309,1372,60.4,149,0,validacao,100-199 min
2223,L,299.7,309,1605,33,151,0,treino,100-199 min
2224,L,299.6,309,1413,48.5,153,0,treino,100-199 min
2225,M,299.7,309,1645,31.9,155,0,treino,100-199 min
2226,M,299.7,309,1465,49,158,0,teste,100-199 min
2227,M,299.6,308.9,1685,27.8,161,0,treino,100-199 min
2228,L,299.5,308.8,1965,20.4,164,0,treino,100-199 min
2229,H,299.4,308.6,1542,41.8,166,0,validacao,100-199 min
2230,L,299.4,308.7,1681,30.8,171,0,treino,100-199 min
2231,L,299.5,308.7,1446,45.7,173,0,validacao,100-199 min
2232,L,299.4,308.6,1415,56.4,175,0,treino,100-199 min
2233,L,299.5,308.6,1672,30.5,177,0,treino,100-199 min
2234,L,299.5,308.7,2549,13,179,1,treino,100-199 min
2235,L,299.4,308.6,1492,40.5,181,0,treino,100-199 min
2236,M,299.4,308.6,1455,42.7,183,0,treino,100-199 min
2237,M,299.3,308.5,1422,43.1,186,0,treino,100-199 min
2238,L,299.3,308.6,1403,50.6,189,0,teste,100-199 min
2239,L,299.3,308.6,1474,49.6,191,0,validacao,100-199 min
2240,L,299.2,308.6,1381,50,193,0,treino,100-199 min
2241,L,299.2,308.5,1457,44.7,195,0,treino,100-199 min
2242,L,299.2,308.4,1711,28.9,197,0,treino,100-199 min
2243,L,299.2,308.4,1667,29,199,0,validacao,100-199 min
2244,L,299.2,308.4,1465,35,201,0,treino,200+ min
2245,M,299.3,308.4,1542,37.5,203,1,treino,200+ min
2246,M,299.3,308.4,1438,42.3,0,0,validacao,0-99 min
2247,L,299.3,308.4,1406,47.4,3,0,treino,0-99 min
2248,M,299.2,308.4,1396,48.5,5,0,treino,0-99 min
2249,M,299.3,308.5,1304,60.6,8,0,teste,0-99 min
2250,L,299.2,308.5,1442,46.5,11,0,treino,0-99 min
2251,M,299.2,308.4,1396,48.7,13,0,teste,0-99 min
2252,H,299.1,308.3,1424,43.4,16,0,teste,0-99 min
2253,H,299.1,308.3,1451,42.8,21,0,treino,0-99 min
2254,L,299.2,308.4,1386,54.1,26,0,treino,0-99 min
2255,L,299.1,308.3,1325,46.9,28,0,validacao,0-99 min
2256,L,299.1,308.3,1559,33.7,30,0,treino,0-99 min
2257,L,299.1,308.3,1489,38.1,32,0,teste,0-99 min
2258,L,299.1,308.3,1892,25.2,34,0,validacao,0-99 min
2259,L,299.1,308.2,1319,60.3,36,0,teste,0-99 min
2260,L,299.1,308.3,1431,52.3,38,0,treino,0-99 min
2261,H,299.1,308.3,1521,36.5,40,0,treino,0-99 min
2262,M,299.1,308.2,1435,45.2,45,0,teste,0-99 min
2263,L,299.1,308.3,1533,42.4,48,0,teste,0-99 min
2264,M,299.2,308.4,1529,43,50,0,teste,0-99 min
2265,M,299.2,308.4,1415,43.5,53,0,treino,0-99 min
2266,M,299.2,308.4,1330,51.2,56,0,treino,0-99 min
2267,L,299.2,308.5,1381,60.6,59,0,validacao,0-99 min
2268,L,299.2,308.5,1370,52.4,61,0,treino,0-99 min
2269,L,299.2,308.5,1438,46.6,63,0,treino,0-99 min
2270,L,299.3,308.6,1314,48.2,65,0,treino,0-99 min
2271,L,299.3,308.6,1437,48.1,67,0,teste,0-99 min
2272,L,299.2,308.5,1821,26.1,69,0,validacao,0-99 min
2273,M,299.3,308.6,1448,52.1,71,0,treino,0-99 min
2274,L,299.3,308.5,1589,32.7,74,0,treino,0-99 min
2275,L,299.3,308.6,1520,33.7,76,0,validacao,0-99 min
2276,L,299.3,308.6,1605,37,78,0,treino,0-99 min
2277,L,299.3,308.7,1393,54.2,80,0,treino,0-99 min
2278,H,299.3,308.7,1408,44.4,82,0,teste,0-99 min
2279,M,299.3,308.7,1459,35.6,87,0,treino,0-99 min
2280,L,299.4,308.7,1525,39,90,0,treino,0-99 min
2281,L,299.4,308.8,1390,57,92,0,treino,0-99 min
2282,L,299.3,308.7,1536,38.9,94,0,treino,0-99 min
2283,L,299.4,308.7,1459,47.6,96,0,treino,0-99 min
2284,L,299.2,308.5,1387,51.1,98,0,treino,0-99 min
2285,L,299.2,308.5,1378,53.4,100,0,treino,100-199 min
2286,L,299.4,308.7,1381,56.7,102,0,treino,100-199 min
2287,M,299.4,308.7,1289,60.5,104,0,treino,100-199 min
2288,L,299.4,308.6,1746,26.8,107,0,treino,100-199 min
2289,M,299.4,308.6,1541,39.1,109,0,validacao,100-199 min
2290,L,299.4,308.7,1504,37.8,112,0,treino,100-199 min
2291,M,299.5,308.7,1321,51.9,114,0,treino,100-199 min
2292,M,299.5,308.8,1886,20.9,117,0,treino,100-199 min
2293,L,299.6,308.9,1422,53.2,120,0,treino,100-199 min
2294,L,299.5,308.9,1520,38.3,122,0,treino,100-199 min
2295,L,299.4,308.8,1627,32.6,124,0,treino,100-199 min
2296,L,299.4,308.7,1512,37.2,126,0,treino,100-199 min
2297,L,299.4,308.7,1553,42.7,128,0,treino,100-199 min
2298,L,299.3,308.7,1802,26,130,0,treino,100-199 min
2299,L,299.3,308.6,1482,37.6,132,0,validacao,100-199 min
2300,L,299.4,308.7,1446,62.9,134,1,treino,100-199 min
2301,L,299.3,308.6,1371,50.5,136,0,treino,100-199 min
2302,M,299.2,308.6,1586,35.7,138,0,treino,100-199 min
2303,L,299.2,308.5,1515,39.8,141,0,teste,100-199 min
2304,L,299.2,308.5,1374,53.6,143,0,treino,100-199 min
2305,L,299.1,308.5,1455,39.8,145,0,treino,100-199 min
2306,H,299.2,308.5,1342,47.5,147,0,validacao,100-199 min
2307,L,299.1,308.6,1260,57.8,152,0,treino,100-199 min
2308,H,299,308.5,1623,33.5,154,0,treino,100-199 min
2309,L,299.1,308.5,1371,55.5,159,0,validacao,100-199 min
2310,L,299.1,308.6,1611,31.4,161,0,validacao,100-199 min
2311,M,299,308.4,1535,47.5,163,0,treino,100-199 min
2312,M,299.1,308.6,1491,38.5,166,0,treino,100-199 min
2313,M,299.1,308.6,1441,36.2,169,0,treino,100-199 min
2314,M,299.1,308.8,1725,26.6,172,0,validacao,100-199 min
2315,L,299.2,308.9,1368,47.2,175,0,teste,100-199 min
2316,L,299.2,308.9,1526,37.9,177,0,treino,100-199 min
2317,L,299.2,308.8,1542,39.2,179,0,treino,100-199 min
2318,L,299.2,308.8,1605,31.1,181,0,validacao,100-199 min
2319,L,299.2,308.8,1405,51.4,183,0,validacao,100-199 min
2320,M,299.2,308.8,1700,33.5,185,0,treino,100-199 min
2321,H,299.2,308.8,1440,39.1,188,0,validacao,100-199 min
2322,M,299.2,308.8,1314,52.5,193,0,treino,100-199 min
2323,L,299.2,308.7,1514,41.9,196,0,treino,100-199 min
2324,M,299.2,308.7,1401,47,198,0,validacao,100-199 min
2325,L,299.3,308.8,1636,29.9,201,0,teste,200+ min
2326,L,299.3,308.8,1603,33.9,203,0,validacao,200+ min
2327,M,299.4,308.7,1487,52.6,205,0,treino,200+ min
2328,M,299.3,308.7,1420,50.3,208,0,treino,200+ min
2329,L,299.3,308.7,1579,36.3,211,0,treino,200+ min
2330,L,299.3,308.7,1484,40.5,213,0,treino,200+ min
2331,M,299.3,308.7,1390,49.3,215,0,treino,200+ min
2332,L,299.3,308.6,1384,53.6,218,1,validacao,200+ min
2333,L,299.2,308.5,1378,50.4,220,1,validacao,200+ min
2334,L,299.2,308.5,1445,45.2,222,0,treino,200+ min
2335,L,299.2,308.4,1445,43.5,224,0,treino,200+ min
2336,L,299.2,308.4,1509,39.4,0,0,treino,0-99 min
2337,L,299.2,308.4,1434,46.8,2,0,treino,0-99 min
2338,L,299.2,308.4,1877,23.9,4,0,treino,0-99 min
2339,L,299.3,308.3,1651,28,6,0,treino,0-99 min
2340,L,299.2,308.2,1466,41.3,8,0,teste,0-99 min
2341,L,299.1,308.1,1479,40.7,10,0,treino,0-99 min
2342,L,299.1,308.2,1409,46.4,12,0,treino,0-99 min
2343,M,299.2,308.2,1674,28.2,14,0,treino,0-99 min
2344,L,299.1,308.3,1305,61.4,17,0,treino,0-99 min
2345,M,299.2,308.3,1755,26.4,19,0,treino,0-99 min
2346,L,299.2,308.4,1475,38.7,22,0,treino,0-99 min
2347,L,299.2,308.4,1402,47.7,24,0,treino,0-99 min
2348,L,299.2,308.3,1410,43,26,0,treino,0-99 min
2349,L,299.2,308.4,1436,41.8,28,0,treino,0-99 min
2350,M,299.3,308.5,1386,42.2,30,0,treino,0-99 min
2351,L,299.3,308.6,1744,26.4,33,0,teste,0-99 min
2352,L,299.2,308.4,1393,48.4,35,0,treino,0-99 min
2353,M,299.3,308.5,1422,45.4,37,0,treino,0-99 min
2354,L,299.2,308.4,1841,22.8,40,0,validacao,0-99 min
2355,L,299.3,308.6,1433,37.7,42,0,treino,0-99 min
2356,M,299.3,308.5,1305,60.6,44,0,treino,0-99 min
2357,H,299.3,308.6,1498,39.5,47,0,treino,0-99 min
2358,L,299.3,308.5,1772,26.1,52,0,treino,0-99 min
2359,M,299.2,308.4,1381,42.5,54,0,treino,0-99 min
2360,L,299.3,308.5,1413,38.5,57,0,treino,0-99 min
2361,H,299.2,308.4,1388,53.2,59,0,treino,0-99 min
2362,M,299.2,308.6,1631,35.4,64,0,treino,0-99 min
2363,H,299.3,308.6,1520,41.4,67,0,treino,0-99 min
2364,L,299.3,308.5,1510,45.4,72,0,validacao,0-99 min
2365,L,299.2,308.5,1366,49.7,74,0,treino,0-99 min
2366,L,299.4,308.5,1845,22.9,76,0,treino,0-99 min
2367,L,299.3,308.5,1485,44.7,78,0,treino,0-99 min
2368,M,299.3,308.5,1496,39.4,80,0,validacao,0-99 min
2369,M,299.3,308.4,1468,42.2,83,0,treino,0-99 min
2370,M,299.2,308.4,1856,22.7,86,0,treino,0-99 min
2371,L,299.2,308.4,1620,34.1,89,0,treino,0-99 min
2372,L,299.3,308.5,1409,44.8,91,0,validacao,0-99 min
2373,M,299.3,308.5,1404,49.4,93,0,treino,0-99 min
2374,L,299.2,308.4,1350,51.3,96,0,treino,0-99 min
2375,M,299.2,308.4,1538,38,98,0,treino,0-99 min
2376,M,299.2,308.4,1476,32.7,101,0,treino,100-199 min
2377,M,299.2,308.3,1364,51.8,104,0,validacao,100-199 min
2378,M,299.2,308.3,1582,45.5,107,0,treino,100-199 min
2379,L,299.1,308.2,1348,56.1,110,0,validacao,100-199 min
2380,H,299.1,308.2,1450,46.1,112,0,treino,100-199 min
2381,L,299,308.1,1242,60.9,117,0,validacao,100-199 min
2382,L,299.1,308.2,1493,34.9,119,0,validacao,100-199 min
2383,L,299.1,308.3,1601,31.4,121,0,treino,100-199 min
2384,L,299.1,308.2,1568,33.3,123,0,teste,100-199 min
2385,M,299.1,308.3,1506,38,125,0,validacao,100-199 min
2386,L,299.1,308.3,1524,34.1,128,0,treino,100-199 min
2387,L,299.1,308.4,1543,37.9,130,0,treino,100-199 min
2388,M,299.2,308.5,1474,47.2,132,0,treino,100-199 min
2389,M,299.2,308.5,1526,37.3,135,0,teste,100-199 min
2390,L,299.2,308.5,1867,27,138,0,treino,100-199 min
2391,L,299.2,308.5,1487,41.2,140,0,validacao,100-199 min
2392,L,299.2,308.4,1580,32.6,142,0,treino,100-199 min
2393,L,299.2,308.5,1340,50,144,0,treino,100-199 min
2394,L,299.2,308.5,1544,41.6,146,0,treino,100-199 min
2395,L,299.2,308.5,1488,40.3,148,0,treino,100-199 min
2396,M,299.2,308.5,1742,28.9,150,0,validacao,100-199 min
2397,M,299.1,308.5,1592,34.2,153,0,teste,100-199 min
2398,L,299.2,308.6,1582,38.8,156,0,teste,100-199 min
2399,L,299.2,308.5,1490,43.2,158,0,treino,100-199 min
2400,M,299.2,308.5,1594,35.8,160,0,treino,100-199 min
2401,H,299.2,308.6,1462,55,163,0,treino,100-199 min
2402,M,299.2,308.6,1367,47.6,168,0,teste,100-199 min
2403,L,299.2,308.7,1325,51,171,0,treino,100-199 min
2404,H,299.2,308.7,1448,51.4,173,0,validacao,100-199 min
2405,M,299.1,308.7,2008,20.3,178,0,teste,100-199 min
2406,L,299.1,308.7,1498,38.9,181,0,treino,100-199 min
2407,L,299.1,308.6,1437,41.6,183,0,treino,100-199 min
2408,M,299.1,308.6,1499,45.1,185,0,treino,100-199 min
2409,L,299,308.4,1356,52.6,188,0,validacao,100-199 min
2410,L,299.1,308.5,1539,46.8,190,0,treino,100-199 min
2411,L,299.1,308.5,1689,32.1,192,0,treino,100-199 min
2412,L,299,308.5,1559,38.1,194,0,treino,100-199 min
2413,L,299.1,308.6,1408,46.7,196,0,treino,100-199 min
2414,L,299,308.5,1886,23,198,0,teste,100-199 min
2415,L,299.1,308.5,1415,43.4,0,0,teste,0-99 min
2416,M,299.1,308.5,1587,35.6,2,0,validacao,0-99 min
2417,L,299,308.4,1571,38.6,5,0,validacao,0-99 min
2418,L,298.9,308.3,1576,36.6,7,0,teste,0-99 min
2419,L,298.9,308.3,1660,34.4,9,0,treino,0-99 min
2420,M,298.9,308.2,1328,49.2,11,0,treino,0-99 min
2421,H,298.8,308.2,1450,44.7,14,0,teste,0-99 min
2422,L,298.9,308.2,2384,15,19,0,teste,0-99 min
2423,L,298.8,308.2,1443,53.4,21,0,treino,0-99 min
2424,M,298.9,308.2,2022,20,23,0,validacao,0-99 min
2425,L,298.9,308.2,1828,23.8,26,0,treino,0-99 min
2426,L,298.8,308.1,1472,53.5,28,0,treino,0-99 min
2427,M,298.9,308.2,1372,63.6,30,1,validacao,0-99 min
2428,L,298.9,308.3,1855,23.8,33,0,teste,0-99 min
2429,M,299,308.3,1377,47.2,35,0,treino,0-99 min
2430,L,298.9,308.3,1432,48.9,38,0,treino,0-99 min
2431,M,298.9,308.2,1335,47.8,40,0,teste,0-99 min
2432,M,298.9,308.2,1411,51.3,43,0,treino,0-99 min
2433,L,298.9,308.2,1510,43.5,46,0,validacao,0-99 min
2434,L,299,308.3,1441,44,48,0,teste,0-99 min
2435,M,299,308.2,1358,42.7,50,0,treino,0-99 min
2436,L,298.9,308.2,1686,30.4,53,0,validacao,0-99 min
2437,H,299,308.2,1662,30.4,55,0,treino,0-99 min
2438,L,299.1,308.3,1426,40.1,60,0,treino,0-99 min
2439,M,299.1,308.4,1330,53.6,62,0,validacao,0-99 min
2440,L,299.1,308.4,1693,31.6,65,0,treino,0-99 min
2441,L,299.1,308.4,1426,47.9,67,0,validacao,0-99 min
2442,L,299.1,308.5,1676,31,69,0,treino,0-99 min
2443,M,299.1,308.4,1332,51.7,71,0,validacao,0-99 min
2444,L,299.1,308.5,1647,35,74,0,teste,0-99 min
2445,L,299.2,308.6,1267,68.2,76,1,teste,0-99 min
2446,H,299.2,308.7,1375,55.1,78,0,teste,0-99 min
2447,L,299.3,308.6,1422,48.9,83,0,teste,0-99 min
2448,L,299.3,308.7,1408,48.7,85,0,treino,0-99 min
2449,L,299.4,308.9,1440,42.5,87,0,teste,0-99 min
2450,L,299.3,308.8,1772,25.2,89,0,treino,0-99 min
2451,L,299.2,308.7,1492,37.8,91,0,treino,0-99 min
2452,L,299.2,308.7,1650,30.5,93,0,validacao,0-99 min
2453,M,299.1,308.6,2329,14.6,95,0,treino,0-99 min
2454,L,299,308.6,1648,30.8,98,0,teste,0-99 min
2455,L,299,308.6,1653,31.7,100,0,treino,100-199 min
2456,L,299,308.6,1946,22.3,102,0,treino,100-199 min
2457,L,299.1,308.6,1555,36.6,104,0,teste,100-199 min
2458,L,299,308.6,1661,32.2,106,0,treino,100-199 min
2459,L,299,308.6,1434,45.9,108,0,validacao,100-199 min
2460,L,299,308.6,1297,54.2,110,0,teste,100-199 min
2461,L,299,308.6,1466,46.4,112,0,treino,100-199 min
2462,M,298.9,308.6,1517,39.8,114,0,treino,100-199 min
2463,L,298.9,308.5,1742,34.5,117,0,treino,100-199 min
2464,L,298.9,308.5,1580,39.1,119,0,treino,100-199 min
2465,M,298.9,308.5,1534,42.9,121,0,treino,100-199 min
2466,L,298.9,308.6,1481,40.7,124,0,treino,100-199 min
2467,L,299,308.6,1429,37.7,126,0,teste,100-199 min
2468,M,298.9,308.6,1574,33.5,128,0,treino,100-199 min
2469,M,298.9,308.6,1524,40.4,131,0,treino,100-199 min
2470,L,299,308.7,1507,37.5,134,0,treino,100-199 min
2471,L,298.9,308.5,1467,44.7,136,0,treino,100-199 min
2472,L,298.9,308.4,1301,51.1,138,0,teste,100-199 min
2473,L,298.9,308.5,1429,55.1,140,0,treino,100-199 min
2474,M,298.9,308.5,1555,37.6,142,0,treino,100-199 min
2475,L,298.9,308.5,1503,40.6,145,0,teste,100-199 min
2476,L,298.9,308.5,1459,43.1,147,0,treino,100-199 min
2477,H,298.9,308.4,1449,42.4,149,0,treino,100-199 min
2478,L,298.9,308.5,1387,57.3,154,0,treino,100-199 min
2479,M,298.9,308.5,1456,50,156,0,treino,100-199 min
2480,L,299,308.5,1604,34.7,159,0,validacao,100-199 min
2481,L,299,308.6,1734,32.4,161,0,treino,100-199 min
2482,L,299,308.6,1378,47.8,163,0,treino,100-199 min
2483,L,298.9,308.7,1504,41.8,165,0,teste,100-199 min
2484,M,298.9,308.7,1402,49.8,167,0,treino,100-199 min
2485,H,298.8,308.6,1524,37.7,170,0,teste,100-199 min
2486,L,298.8,308.6,1593,35.5,175,0,treino,100-199 min
2487,M,298.9,308.7,1772,28.4,177,0,validacao,100-199 min
2488,H,298.9,308.6,1623,31,180,0,treino,100-199 min
2489,L,298.9,308.7,1356,50.7,185,0,treino,100-199 min
2490,H,298.9,308.7,1500,41.6,187,0,treino,100-199 min
2491,H,299.1,308.8,1566,46.6,192,0,teste,100-199 min
2492,L,299.1,308.9,1445,43.4,197,0,teste,100-199 min
2493,H,299,308.8,1382,58.5,199,0,treino,100-199 min
2494,M,299,308.8,1418,45.7,204,0,teste,200+ min
2495,L,299.1,308.8,1329,53.6,207,1,validacao,200+ min
2496,M,299.1,308.8,1491,41,209,0,validacao,200+ min
2497,M,299.2,308.9,1573,37.4,212,0,treino,200+ min
2498,M,299.2,308.9,1521,42.3,215,0,teste,200+ min
2499,L,299.1,308.9,1467,47.2,218,0,treino,200+ min
2500,M,299.1,308.9,1325,48.4,220,0,validacao,200+ min
2501,L,299.1,308.9,1617,32.3,223,0,treino,200+ min
2502,M,299.1,308.9,1476,42.7,225,0,treino,200+ min
2503,L,299.2,309,1515,48.9,228,1,treino,200+ min
2504,L,299.2,309,1408,47.2,0,0,treino,0-99 min
2505,L,299.2,309.1,1468,45.6,2,0,validacao,0-99 min
2506,L,299.2,309.1,1387,48.7,4,0,treino,0-99 min
2507,M,299.2,309.1,1503,34.7,6,0,validacao,0-99 min
2508,H,299.2,309.1,1410,47.1,9,0,treino,0-99 min
2509,L,299,308.9,1615,30.6,14,0,teste,0-99 min
2510,L,299,308.9,1511,35.9,16,0,treino,0-99 min
2511,L,299.1,309,1405,53.8,18,0,treino,0-99 min
2512,M,299,308.9,1526,41.1,20,0,treino,0-99 min
2513,L,298.9,308.8,1530,38.3,23,0,treino,0-99 min
2514,L,299,308.7,1583,32.5,25,0,treino,0-99 min
2515,L,298.9,308.6,2069,18.7,27,0,treino,0-99 min
2516,L,298.8,308.5,1490,35,29,0,treino,0-99 min
2517,L,298.8,308.5,1736,29,31,0,treino,0-99 min
2518,L,298.8,308.5,1395,44.4,33,0,treino,0-99 min
2519,M,298.9,308.6,1425,49.6,35,0,treino,0-99 min
2520,L,298.8,308.6,1631,32.4,38,0,teste,0-99 min
2521,L,298.8,308.6,1535,41.2,40,0,treino,0-99 min
2522,L,298.8,308.6,1584,34.4,42,0,treino,0-99 min
2523,M,298.8,308.7,1543,38.2,44,0,treino,0-99 min
2524,L,298.8,308.7,1635,35.2,47,0,treino,0-99 min
2525,M,298.8,308.7,1446,45.5,49,0,treino,0-99 min
2526,M,298.8,308.6,1598,35.1,52,0,validacao,0-99 min
2527,L,298.8,308.6,1501,35,55,0,treino,0-99 min
2528,L,298.8,308.5,1450,50.8,57,0,treino,0-99 min
2529,L,298.8,308.6,1730,25.9,59,0,treino,0-99 min
2530,M,298.8,308.6,1571,33.7,61,0,treino,0-99 min
2531,L,298.9,308.7,1438,51.7,64,0,treino,0-99 min
2532,M,298.8,308.5,1510,38.7,66,0,teste,0-99 min
2533,L,298.9,308.7,1389,44.9,69,0,treino,0-99 min
2534,L,298.8,308.7,1490,33.6,71,0,validacao,0-99 min
2535,L,298.9,308.7,1729,26.6,73,0,teste,0-99 min
2536,L,299,308.8,1495,38.4,75,0,treino,0-99 min
2537,L,298.9,308.8,1281,53.9,77,0,treino,0-99 min
2538,H,298.9,308.7,1353,48.1,79,0,teste,0-99 min
2539,L,299.1,308.8,1429,50.1,84,0,validacao,0-99 min
2540,L,299.1,308.8,1413,42.1,86,0,teste,0-99 min
2541,L,299.1,308.8,1502,38.3,88,0,treino,0-99 min
2542,H,299.1,308.8,1553,32.6,90,0,treino,0-99 min
2543,H,299.2,308.9,1712,26.4,95,0,treino,0-99 min
2544,L,299.3,309,1786,23.5,100,0,treino,100-199 min
2545,L,299.2,309,1951,21.4,102,0,teste,100-199 min
2546,M,299.2,309,1541,36.3,104,0,treino,100-199 min
2547,L,299.2,309.1,1605,34.3,107,0,treino,100-199 min
2548,L,299.2,309.1,1578,38.1,109,0,teste,100-199 min
2549,M,299.3,309.2,1440,37.5,111,0,treino,100-199 min
2550,L,299.4,309.2,1489,42.3,114,0,validacao,100-199 min
2551,L,299.4,309.3,1366,48.4,116,0,treino,100-199 min
2552,L,299.3,309.2,1541,37.2,118,0,treino,100-199 min
2553,H,299.3,309.1,1552,40.7,120,0,treino,100-199 min
2554,L,299.3,309.1,1473,40.3,125,0,treino,100-199 min
2555,L,299.3,309.1,1531,37.9,127,0,teste,100-199 min
2556,L,299.3,309.2,1511,37.2,129,0,treino,100-199 min
2557,M,299.3,309.1,1449,47.9,131,0,teste,100-199 min
2558,M,299.4,309.1,1440,50,134,0,treino,100-199 min
2559,M,299.2,309,1881,23.9,137,0,treino,100-199 min
2560,L,299.3,309,1447,50.4,140,0,treino,100-199 min
2561,M,299.4,309.1,1326,62,142,0,treino,100-199 min
2562,L,299.4,309.2,1607,31.7,145,0,treino,100-199 min
2563,L,299.3,309.1,1551,39.1,147,0,validacao,100-199 min
2564,L,299.3,309.1,1496,37.2,149,0,treino,100-199 min
2565,L,299.3,309.1,1493,38,151,0,treino,100-199 min
2566,L,299.4,309.1,1304,50.5,153,0,validacao,100-199 min
2567,M,299.3,309,1420,41.6,155,0,teste,100-199 min
2568,L,299.4,309.1,1766,24.6,158,0,teste,100-199 min
2569,L,299.6,309.2,1450,43.1,160,0,treino,100-199 min
2570,H,299.5,309.2,1872,22.6,162,0,teste,100-199 min
2571,L,299.6,309.2,1713,26.5,167,0,treino,100-199 min
2572,M,299.5,309.2,1497,40.9,169,0,treino,100-199 min
2573,M,299.4,309.1,1352,44.7,172,0,validacao,100-199 min
2574,L,299.5,309.2,1499,41.5,175,0,treino,100-199 min
2575,L,299.5,309.3,1972,19.3,177,0,treino,100-199 min
2576,L,299.5,309.3,1422,49.2,179,0,treino,100-199 min
2577,L,299.5,309.3,1523,41.5,181,0,teste,100-199 min
2578,L,299.5,309.4,1563,41.5,183,0,treino,100-199 min
2579,L,299.4,309.3,1391,46.6,185,0,validacao,100-199 min
2580,L,299.3,309.1,1795,24.7,187,0,treino,100-199 min
2581,L,299.3,309.1,1293,53.7,189,0,treino,100-199 min
2582,L,299.2,309.1,1345,60.7,191,1,treino,100-199 min
2583,L,299.2,309,1615,33.7,193,0,treino,100-199 min
2584,L,299.2,308.9,1342,50.8,195,0,treino,100-199 min
2585,L,299.1,308.8,1502,46.7,197,0,validacao,100-199 min
2586,M,299,308.7,1620,35.4,199,0,treino,100-199 min
2587,L,299,308.7,1537,42.8,202,0,treino,200+ min
2588,L,299,308.7,2248,16.8,204,0,validacao,200+ min
2589,L,299,308.7,1706,28.6,206,0,treino,200+ min
2590,L,299,308.7,2250,16.6,208,0,treino,200+ min
2591,L,299,308.7,1396,48.6,0,0,treino,0-99 min
2592,L,298.9,308.6,1522,46.4,2,0,treino,0-99 min
2593,L,298.9,308.6,1539,45.4,4,0,treino,0-99 min
